x y
0.000000000000000000e+00 2.254436084179696764e-01
1.000000000000000000e+00 -1.566353677710777548e-01
2.000000000000000000e+00 -1.044686238080698992e-01
3.000000000000000000e+00 -2.975957108630885029e-01
4.000000000000000000e+00 -5.568158464432524379e-01
5.000000000000000000e+00 -2.811840949947096852e-02
6.000000000000000000e+00 -1.357988783424332047e-01
7.000000000000000000e+00 -3.094787721292155958e-01
8.000000000000000000e+00 -1.819198458848314826e-01
9.000000000000000000e+00 3.484455552334763673e-01
1.000000000000000000e+01 4.166714201881102642e-01
1.100000000000000000e+01 1.911008488637721547e-01
1.200000000000000000e+01 8.722092333272247755e-01
1.300000000000000000e+01 -1.150866677344819372e-01
1.400000000000000000e+01 -2.044222922762355954e-01
1.500000000000000000e+01 2.216801747501133679e-01
1.600000000000000000e+01 1.925355249694927495e-01
1.700000000000000000e+01 4.178044738565183658e-01
1.800000000000000000e+01 3.369194675652859017e-01
1.900000000000000000e+01 -2.488991984458463480e-01
2.000000000000000000e+01 7.839470049610278157e-02
2.100000000000000000e+01 -7.477437601237690856e-01
2.200000000000000000e+01 -5.985047206583335999e-01
2.300000000000000000e+01 -2.063071413330561932e-01
2.400000000000000000e+01 6.950243211946344202e-02
2.500000000000000000e+01 -8.378148101785608259e-02
2.600000000000000000e+01 -6.309546862027316794e-02
2.700000000000000000e+01 -6.466881839094369699e-02
2.800000000000000000e+01 -4.751933917716464895e-01
2.900000000000000000e+01 8.154732286309893108e-02
3.000000000000000000e+01 5.188033123150863624e-01
