x y
0.000000000000000000e+00 -8.975989731088775958e-01
1.000000000000000000e+00 -9.776842964475492836e-01
2.000000000000000000e+00 5.203584761388664326e-01
3.000000000000000000e+00 -2.302744807670722149e-01
4.000000000000000000e+00 1.576851680557131319e+00
5.000000000000000000e+00 1.087189984248921215e+00
6.000000000000000000e+00 1.070979004946698288e+00
7.000000000000000000e+00 -8.219860436759589550e-01
8.000000000000000000e+00 1.250325594413452812e+00
9.000000000000000000e+00 1.978491126131614875e-01
1.000000000000000000e+01 1.685725740185908261e+00
1.100000000000000000e+01 2.478008254292269896e-01
1.200000000000000000e+01 9.597308689700984052e-01
1.300000000000000000e+01 -1.395174733846158199e+00
1.400000000000000000e+01 5.075523020370363847e-01
1.500000000000000000e+01 -9.487282723915244631e-01
1.600000000000000000e+01 2.795687544587107887e+00
1.700000000000000000e+01 -2.574306435776532731e-01
1.800000000000000000e+01 -1.156566831378277982e+00
1.900000000000000000e+01 3.970059063261993648e-01
2.000000000000000000e+01 -2.746912250608414485e+00
2.100000000000000000e+01 -1.431359060538294647e+00
2.200000000000000000e+01 5.301676035986994107e-01
2.300000000000000000e+01 1.921639896578050788e+00
2.400000000000000000e+01 2.685832732424996205e+00
2.500000000000000000e+01 -1.419561244664902855e+00
2.600000000000000000e+01 -7.802785865591564951e-01
2.700000000000000000e+01 -1.888471692710011141e+00
2.800000000000000000e+01 6.037241379595252866e-01
2.900000000000000000e+01 3.321722155457889070e-01
3.000000000000000000e+01 -7.700086363039697623e-01
