x y0 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10 y11 y12 y13 y14 y15 y16 y17 y18 y19 y20 y21 y22 y23 y24 y25 y26 y27 y28 y29 y30
0.000000000000000000e+00 -9.641581784955886858e-02 -4.731987054962146222e-01 -4.249573433767988573e-01 -3.822644089556081481e-01 -5.142260509456399176e-02 -1.293778790102607587e-02 -1.506673489900471008e+00 -9.647441671374447081e-01 1.385945687964023065e+00 -8.027889555265874666e-01 -5.096842706220917618e-01 4.869429883996548303e-01 -5.252691326258521753e-01 1.326820640446652044e-02 6.340433635393025735e-01 5.397171080347844541e-01 -4.114097915310738207e-01 8.018714072376348367e-01 -1.370049867600471982e+00 -5.591389926410323952e-01 6.609896147301985714e-01 3.533158565899034986e-01 9.334766631946942450e-01 2.662095961102991737e+00 5.401395211923629702e-01 -2.056300153414891252e+00 1.396499483219064974e-01 -1.173003964871216775e-01 -1.553716875854407098e+00 2.433463251802608918e-01 9.713886714680256551e-01
2.040816326530612082e-02 -1.548158472129919638e-01 -4.875614028714628234e-01 -3.391796356344118357e-01 -4.076098207915403449e-01 -1.000727778921744332e-01 6.808271734593258906e-02 -1.495202370348931220e+00 -9.930616601200858984e-01 1.341403911440268715e+00 -8.550837080622573083e-01 -5.328624441588954985e-01 4.721875136316597277e-01 -5.536645085465232707e-01 -1.231308879829134083e-02 5.868392974370489901e-01 4.877246350377090200e-01 -4.715594640440767815e-01 8.467786848598555238e-01 -1.356920971261541986e+00 -5.196836792916531556e-01 6.625607354179295916e-01 3.973008863274758995e-01 9.562937771249360175e-01 2.614494022596590916e+00 6.020620786643013922e-01 -1.980266508553419680e+00 1.879445774148021664e-01 -1.594043883223537905e-01 -1.497864045787923315e+00 3.380370608603693316e-01 9.826057564910362085e-01
4.081632653061224164e-02 -2.101928912664852989e-01 -4.976279304788219782e-01 -2.528879530643287632e-01 -4.302355201709832100e-01 -1.541046897888145861e-01 1.457190179206296898e-01 -1.489616876780766042e+00 -1.019138055876946281e+00 1.291004066873001621e+00 -9.032472931726098775e-01 -5.594879939996976193e-01 4.576354750218314948e-01 -5.853685295522238485e-01 -3.783589001435831711e-02 5.397434128672955467e-01 4.399818604290379187e-01 -5.323951734209577680e-01 8.885276777407272730e-01 -1.347250923212930607e+00 -4.726420490149230158e-01 6.667370532420772156e-01 4.451135301657876409e-01 9.736397268747639666e-01 2.557347603256863611e+00 6.573425888356108082e-01 -1.897959227155544770e+00 2.333047563794905521e-01 -2.067080060913135953e-01 -1.441057646737073039e+00 4.362380943455942406e-01 9.862349684221408674e-01
6.122448979591836593e-02 -2.626836389735825450e-01 -5.027976545208318049e-01 -1.669428824737611838e-01 -4.499393001618469667e-01 -2.131661968037526222e-01 2.197438458485623247e-01 -1.489883494412675313e+00 -1.043065145656487669e+00 1.235161579985477376e+00 -9.469377678591875958e-01 -5.894665607827382914e-01 4.430763960887107444e-01 -6.201203349972902457e-01 -6.309380024103725115e-02 4.935159981080907698e-01 3.963667035645084824e-01 -5.931200991889142848e-01 9.269392908158355926e-01 -1.341180916437314297e+00 -4.179982752058665207e-01 6.738626333742074870e-01 4.967331812701238358e-01 9.852551307863878227e-01 2.490863133714772637e+00 7.054442760298715864e-01 -1.810122934537450101e+00 2.753990156019524016e-01 -2.585004653320953083e-01 -1.383603260626470322e+00 5.369680948470503257e-01 9.821264397636018106e-01
8.163265306122448328e-02 -3.124463392477242474e-01 -5.024537628754481844e-01 -8.221710880795110588e-02 -4.665626706547058578e-01 -2.768432337161297330e-01 2.899987340158675098e-01 -1.495883102739910431e+00 -1.064882074619615704e+00 1.174383026968165655e+00 -9.857859765541163721e-01 -6.226225433446600510e-01 4.283072150867343053e-01 -6.576445662335614895e-01 -8.787370973261644791e-02 4.488603731231581850e-01 3.566794936162065444e-01 -6.529262165273000962e-01 9.618863447273113820e-01 -1.338775678000346359e+00 -3.557833844772163023e-01 6.842044712855762656e-01 5.520211350883355017e-01 9.909566694028802969e-01 2.415349983774361053e+00 7.459359877497591107e-01 -1.717556420409641849e+00 3.139999222978783755e-01 -3.139876598591446188e-01 -1.325807983585343353e+00 6.392175655789601452e-01 9.702280593312976320e-01
1.020408163265306006e-01 -3.596499799706736056e-01 -4.959808139985462661e-01 4.168135936049197033e-04 -4.799931397690418988e-01 -3.446629664629439760e-01 3.563909159859212084e-01 -1.507416710653939118e+00 -1.084568338545547128e+00 1.109261522656741050e+00 -1.019408244742784353e+00 -6.586972765618420711e-01 4.131396259736495602e-01 -6.976536166752371759e-01 -1.119585107323256279e-01 4.064065530024774109e-01 3.206523480670880333e-01 -7.110135013686230687e-01 9.932926623611728623e-01 -1.340021599002288788e+00 -2.860773286538210169e-01 6.979460529088408194e-01 6.107171975368166361e-01 9.906427207776113963e-01 2.331218755446722302e+00 7.784984295022515655e-01 -1.621099146403853997e+00 3.489799219665465357e-01 -3.723056662502524095e-01 -1.267982692440483561e+00 7.419618746184635238e-01 9.505817034090522366e-01
1.224489795918367319e-01 -4.044630100527198402e-01 -4.827828491780452591e-01 8.010065133450805508e-02 -4.901678928431353333e-01 -4.160983689293317744e-01 4.188902269178106930e-01 -1.524211728776362795e+00 -1.102040190168414924e+00 1.040468481381911170e+00 -1.047420739199678374e+00 -6.973508584486554085e-01 3.974087206840978270e-01 -7.398497557775991496e-01 -1.351310834113312598e-01 3.666963067968667667e-01 2.879578113758102242e-01 -7.666112105717707292e-01 1.021130810565363811e+00 -1.344828136672880481e+00 -2.090132641331381713e-01 7.151810986864410857e-01 6.724405931508510292e-01 9.842964976028103496e-01 2.238973940672581264e+00 8.029274524349179210e-01 -1.521617838814050883e+00 3.803062597142057299e-01 -4.325347364478341339e-01 -1.210441891156528893e+00 8.441746282767977894e-01 9.233170254750496797e-01
1.428571428571428492e-01 -4.470427653632565446e-01 -4.623025980054465411e-01 1.560027189450998997e-01 -4.970745578762120198e-01 -4.905742916092783457e-01 4.775234589972791044e-01 -1.545931459723474566e+00 -1.117147992947031376e+00 9.687426506399331450e-01 -1.069455541820261812e+00 -7.381667402196604444e-01 3.809812882249780652e-01 -7.839269721009134440e-01 -1.571793743436312452e-01 3.301701671264783422e-01 2.582208047432341669e-01 -8.189954265584414861e-01 1.045421113355467613e+00 -1.353029069453369981e+00 -1.247826233768256909e-01 7.359128228181524012e-01 7.366943810807610182e-01 9.719884899495555564e-01 2.139207656774824606e+00 8.191340589510980319e-01 -1.419991942047666766e+00 4.080329044258669824e-01 -4.937162419397115865e-01 -1.153503205526846820e+00 9.448416966531409944e-01 8.886438060667101180e-01
1.632653061224489666e-01 -4.875270528819656279e-01 -4.340415338543502366e-01 2.273331593934420913e-01 -5.007527253108486898e-01 -5.674728596530611568e-01 5.323702943664913034e-01 -1.572184262698276935e+00 -1.129678529095295758e+00 8.948782819781392339e-01 -1.085176634908599613e+00 -7.806582709622077454e-01 3.637656511343429488e-01 -8.295715042879510115e-01 -1.779016106490868276e-01 2.971578472296297901e-01 2.310301111356367898e-01 -8.675052124416282595e-01 1.066227424033193483e+00 -1.364385337300499934e+00 -3.364039867062823541e-02 7.600532259248229394e-01 8.028743746297388739e-01 9.538749754219018051e-01 2.032589160368025727e+00 8.271424643677605104e-01 -1.317099212199321689e+00 4.322899659934962835e-01 -5.548709511241596282e-01 -1.097487360994766847e+00 1.042975553675325129e+00 8.468450790196788702e-01
1.836734693877550839e-01 -5.260256399137888117e-01 -3.975820498274114656e-01 2.933545162412444229e-01 -5.012935283060269143e-01 -6.461397725203777975e-01 5.835564695177162253e-01 -1.602534355909163599e+00 -1.139359744014206255e+00 8.197108380217558166e-01 -1.094296679665856198e+00 -8.242775963779331860e-01 3.457191462816675553e-01 -8.764626308608610694e-01 -1.971126917720370242e-01 2.678693308950670371e-01 2.059495607345256385e-01 -9.115550764709107190e-01 1.083655003579516496e+00 -1.378590241456277399e+00 6.408657619282295825e-02 7.874254053071776394e-01 8.702822562198991863e-01 9.301945304433218986e-01 1.919855267347194916e+00 8.270847256761497679e-01 -1.213801937768487660e+00 4.532720127384264330e-01 -6.150181574038368071e-01 -1.042715572365894960e+00 1.137629076047041776e+00 7.982677317435458164e-01
