0.0 0.0 -1.2952242947388357
1.0 0.0 0.3783521693084221
2.0 0.0 -0.020196452114618537
3.0 0.0 -1.2759492469575024
4.0 0.0 -0.6554507695990425
5.0 0.0 -0.8611247060343644
6.0 0.0 1.273632840895944
7.0 0.0 0.6228173994310056
8.0 0.0 0.39504262376478916
9.0 0.0 -2.4670848435224744
     
0.0 1.0 -0.6441939298606925
1.0 1.0 1.6328695441017647
2.0 1.0 1.9760539548101772
3.0 1.0 -0.34626901635214596
4.0 1.0 -1.1374089084514603
5.0 1.0 -0.1502396908141532
6.0 1.0 -0.591337170764627
7.0 1.0 -1.6858883201201749
8.0 1.0 -0.4730773941627196
9.0 1.0 1.171234095581479
     
0.0 2.0 0.46111180026085175
1.0 2.0 0.39995212211099784
2.0 2.0 -1.3025327056966518
3.0 2.0 -1.1836131731238237
4.0 2.0 0.8915515721602996
5.0 2.0 0.600567916992126
6.0 2.0 -0.8823072120479148
7.0 2.0 -1.8715633225705515
8.0 2.0 0.5168664831357139
9.0 2.0 -1.7670278102310486
     
0.0 3.0 -1.8192810624611457
1.0 3.0 0.20798809253784536
2.0 3.0 0.2323560331737275
3.0 3.0 -1.0080953575891445
4.0 3.0 -0.9887170670646246
5.0 3.0 0.9767354816769015
6.0 3.0 0.6223870249293368
7.0 3.0 1.6589214771811773
8.0 3.0 0.07577548875168381
9.0 3.0 -1.023780649819406
     
0.0 4.0 -0.8578155736882322
1.0 4.0 1.2582710367151675
2.0 4.0 -0.714740066704883
3.0 4.0 -0.6027979951670129
4.0 4.0 -0.7839320138678294
5.0 4.0 -1.8496007759730198
6.0 4.0 -0.9338664488820556
7.0 4.0 -0.6777126084414928
8.0 4.0 -0.16003710654598974
9.0 4.0 0.8707145928085643
